"ENTREZID" "EVIDENCE" "ONTOLOGY" "SYMBOL" "TXCHROM" "GOID"
"126685" "19763" "IDA" "CC" "Ring1" "chr17" "GO:0000151"
"126712" "100502891" NA NA NA NA NA
"126713" "723823" "IDA" "BP" "Mir219a-1" "chr17" "GO:0008285"
"126719" "14979" "ISO" "MF" "H2-Ke6" "chr17" "GO:0003857"
"126740" "14977" "IBA" "MF" "Slc39a7" "chr17" "GO:0005385"
"126755" "20182" "IDA" "MF" "Rxrb" "chr17" "GO:0000977"
"126790" "12815" "ISO" "BP" "Col11a2" "chr17" "GO:0001501"
"126808" "15004" NA NA "H2-Pb" NA NA
"126809" "414076" NA NA "BC051537" "chr17" NA
"126810" "15001" "ISO" "BP" "H2-Oa" "chr17" "GO:0002587"
"126816" "100502911" NA NA NA NA NA
"126817" "14312" "ISO" "MF" "Brd2" "chr17" "GO:0003682"
"126826" "14998" "IEA" "BP" "H2-DMa" "chr17" "GO:0002376"
"126860" "15000" "IPI" "MF" "H2-DMb2" "chr17" "GO:0005515"
"126873" "14999" "IEA" "BP" "H2-DMb1" "chr17" "GO:0002376"
"126885" "16912" "ISO" "CC" "Psmb9" "chr17" "GO:0000502"
"126903" "21354" "ISO" "MF" "Tap1" "chr17" "GO:0000166"
"126940" "16913" "ISO" "CC" "Psmb8" "chr17" "GO:0000502"
"126958" "21355" "ISO" "MF" "Tap2" "chr17" "GO:0000166"
"127006" "100502931" "ND" "MF" "Gm15821" NA "GO:0003674"
"127009" "15002" "ISO" "BP" "H2-Ob" "chr17" "GO:0002587"
"127014" "14961" "IDA" "BP" "H2-Ab1" "chr17" "GO:0002344"
"127047" "14960" "IEA" "BP" "H2-Aa" "chr17" "GO:0002376"
"127065" "14969" "IEA" "BP" "H2-Eb1" "chr17" "GO:0002376"
"127078" "381091" NA NA "H2-Eb2" "chr17" NA
"127079" "100504404" NA NA "H2-Ea-ps" "chr17" NA
"127080" "547431" "IDA" "MF" "Btnl2" "chr17" "GO:0005102"
"127086" "100038862" "ND" "MF" "Btnl1" "chr17" "GO:0003674"
"127091" "407788" "ND" "MF" "BC051142" "chr17" "GO:0003674"
"127094" "632126" "ND" "MF" "Btnl4" "chr17" "GO:0003674"
"127095" "81497" NA NA "Btnl5-ps" "chr17" NA
"127096" "624681" "ND" "MF" "Btnl6" "chr17" "GO:0003674"
"127099" "18132" "IMP" "BP" "Notch4" "chr17" "GO:0001569"
"127129" "106512" "IMP" "BP" "Gpsm3" "chr17" "GO:0002690"
"127135" "18515" "IEA" "MF" "Pbx2" "chr17" "GO:0003677"
"127149" "11596" "ISO" "CC" "Ager" "chr17" "GO:0001650"
"127223" "54197" "ISO" "MF" "Rnf5" "chr17" "GO:0004842"
"127249" "55979" "ISO" "BP" "Agpat1" "chr17" "GO:0001819"
"127262" "81701" "NAS" "MF" "Egfl8" "chr17" "GO:0005509"
"127266" "54397" "IEA" "CC" "Ppt2" "chr17" "GO:0005764"
"127273" "260297" "ND" "MF" "Prrt1" "chr17" "GO:0003674"
"127281" "56299" NA NA "Fkbpl" "chr17" NA
"127282" "12915" "IEA" "MF" "Atf6b" "chr17" "GO:0003677"
"127305" "81877" "IDA" "MF" "Tnxb" "chr17" "GO:0005518"
"127325" "12268" "ISO" "MF" "C4b" "chr17" "GO:0001848"
"127340" "13079" "IEA" "MF" "Cyp21a1" "chr17" "GO:0004497"
"127359" "625018" "ISO" "MF" "C4a" "chr17" "GO:0001848"
"127373" "54402" "IEA" "MF" "Stk19" "chr17" "GO:0000166"
"127383" "112403" "IEA" "MF" "Dxo" "chr17" "GO:0000166"
"127401" "108077" "IBA" "MF" "Skiv2l" "chr17" "GO:0004004"
"127405" "27632" "IEA" "MF" "Nelfe" "chr17" "GO:0003676"
"127417" "14962" "IEA" "BP" "Cfb" "chr17" "GO:0002376"
"127433" "12263" "IEA" "BP" "C2" "chr17" "GO:0002376"
"127447" "193736" "ND" "CC" "Zbtb12" "chr17" "GO:0005575"
"127448" "110147" "IMP" "BP" "Ehmt2" "chr17" "GO:0000122"
"127504" "70129" "ND" "MF" "Slc44a4" "chr17" "GO:0003674"
"127511" "18010" "IDA" "MF" "Neu1" "chr17" "GO:0004308"
"127537" "68763" "ND" "MF" "1110038B12Rik" "chr17" "GO:0003674"
"127540" "100217427" "ND" "MF" "Snord52" "chr17" "GO:0003674"
"127543" "15511" "IDA" "CC" "Hspa1b" "chr17" "GO:0002199"
"127554" "193740" "ISO" "CC" "Hspa1a" "chr17" "GO:0000151"
"127600" "15482" "IEA" "MF" "Hspa1l" "chr17" "GO:0000166"
"127616" "27756" "ISO" "BP" "Lsm2" "chr17" "GO:0000244"
"127638" "22321" "IEA" "MF" "Vars" "chr17" "GO:0000166"
"127649" "27762" "IEA" "CC" "Vwa7" "chr17" "GO:0005576"
"127650" "78376" "ND" "MF" "Sapcd1" "chr17" "GO:0003674"
"127653" "17687" "IEA" "MF" "Msh5" "chr17" "GO:0000166"
"127663" "114584" "IEA" "MF" "Clic1" "chr17" "GO:0005244"
"127689" "51793" "ISO" "BP" "Ddah2" "chr17" "GO:0000052"
"127701" "106722" "ND" "MF" "G6b" "chr17" "GO:0003674"
"127710" "114763" "ND" "MF" "G6bos" "chr17" "GO:0003674"
"127712" "68468" "ND" "MF" "Ly6g6c" "chr17" "GO:0003674"
"127718" "114654" "ND" "CC" "Ly6g6d" "chr17" "GO:0005575"
"127725" "70274" "IDA" "BP" "Ly6g6e" "chr17" "GO:0002029"
"127730" "433099" "ND" "MF" "Ly6g6f" "chr17" "GO:0003674"
"127733" "193742" "IEA" "CC" "Abhd16a" "chr17" "GO:0016020"
"127742" "114652" "ND" "MF" "Ly6g5c" "chr17" "GO:0003674"
"127746" "266614" "ND" "MF" "Ly6g5b" "chr17" "GO:0003674"
"127750" "13001" "ISO" "CC" "Csnk2b" "chr17" "GO:0000785"
"127778" "81845" "IEA" "MF" "Gpank1" "chr17" "GO:0003676"
"127782" "114585" "ND" "MF" "D17H6S53E" "chr17" "GO:0003674"
"127785" "55938" "ISO" "MF" "Apom" "chr17" "GO:0005319"
"127812" "224727" "IMP" "BP" "Bag6" "chr17" "GO:0001822"
"127865" "53761" "ISO" "MF" "Prrc2a" "chr17" "GO:0003723"
"127871" "11629" "IDA" "CC" "Aif1" "chr17" "GO:0001726"
"127917" "16988" "IEA" "BP" "Lst1" "chr17" "GO:0000902"
"127925" "16994" "IEA" "MF" "Ltb" "chr17" "GO:0005125"
"127936" "21926" "ISO" "BP" "Tnf" "chr17" "GO:0000060"
"128122" "16992" "IGI" "BP" "Lta" "chr17" "GO:0002876"
"128143" "18038" "ND" "MF" "Nfkbil1" "chr17" "GO:0003674"
"128154" "66237" "IPI" "MF" "Atp6v1g2" "chr17" "GO:0005515"
"128163" "53817" "IEA" "MF" "Ddx39b" "chr17" "GO:0000166"
"128209" "100862191" NA NA NA NA NA
"128210" "14964" "IDA" "BP" "H2-D1" "chr17" "GO:0001916"
"128242" "100862184" NA NA NA NA NA
"128243" "15006" "IBA" "BP" "H2-Q1" "chr17" "GO:0002474"
"128264" "15013" "IBA" "BP" "H2-Q2" "chr17" "GO:0002474"
"128286" "15015" "IBA" "BP" "H2-Q4" "chr17" "GO:0002474"
"128306" "68395" NA NA "LOC68395" NA NA
"128307" "110557" "IBA" "BP" "H2-Q6" "chr17" "GO:0002474"
"128327" "15018" "IEA" "BP" "H2-Q7" "chr17" "GO:0002376"
"128351" "15007" "IEA" "BP" "H2-Q10" "chr17" "GO:0002376"
"128374" "100503096" NA NA "Gm19553" NA NA
"128375" "18999" "IGI" "BP" "Pou5f1" "chr17" "GO:0000122"
"128465" "106795" "IMP" "BP" "Tcf19" "chr17" "GO:0000082"
"128469" "240084" "IPI" "MF" "Cchcr1" "chr17" "GO:0005515"
"128479" "57390" "ND" "MF" "Psors1c2" "chr17" "GO:0003674"
"128483" "386463" "IEA" "CC" "Cdsn" "chr17" "GO:0005576"
"128489" "69542" "IDA" "MF" "2300002M23Rik" "chr17" "GO:0001968"
"128500" "672682" "ND" "MF" "Gm9573" "chr17" "GO:0003674"
"128504" "268949" "ND" "MF" "Dpcr1" "chr17" "GO:0003674"
"128509" "433102" "ND" "MF" "Sfta2" "chr17" "GO:0003674"
"128515" "68915" "IEA" "MF" "Vars2" "chr17" "GO:0000166"
"128525" "14885" "ISO" "CC" "Gtf2h4" "chr17" "GO:0000438"
"128546" "12305" "IEA" "MF" "Ddr1" "chr17" "GO:0000166"
"128596" "74601" NA NA "4833427F10Rik" "chr17" NA
"128597" "100503344" NA NA "Gm19645" NA NA
"128598" "15937" "IMP" "BP" "Ier3" "chr17" "GO:0001562"
"128617" "14251" "ISO" "BP" "Flot1" "chr17" "GO:0001765"
"128688" "22154" "IEA" "MF" "Tubb5" "chr17" "GO:0000166"
"128716" "240087" "ISO" "CC" "Mdc1" "chr17" "GO:0005634"
"128726" "100503359" "ND" "MF" "Ppp1r18os" NA "GO:0003674"
"128729" "106582" "ND" "MF" "Nrm" "chr17" "GO:0003674"
"128738" "76448" "ND" "MF" "Ppp1r18" "chr17" "GO:0003674"
"128745" "69192" "IBA" "BP" "Dhx16" "chr17" "GO:0000398"
"128753" "69662" "ND" "MF" "2310061I04Rik" "chr17" "GO:0003674"
"128756" "100503379" "ND" "MF" "Gm16279" NA "GO:0003674"
"128759" "73242" "ISO" "MF" "Atat1" "chr17" "GO:0004468"
"128783" "66973" "ISS" "MF" "Mrps18b" "chr17" "GO:0003735"
"128796" "52040" "ISO" "CC" "Ppp1r10" "chr17" "GO:0000784"
"128809" "100316810" "IDA" "BP" "Mir1894" "chr17" "GO:0071230"
"128810" "100043674" NA NA "Gm9840" NA NA
"128811" "667766" NA NA "Gm8801" "chr17" NA
"128812" "224742" "IEA" "MF" "Abcf1" "chr17" "GO:0000166"
"128828" "100124459" "IDA" "BP" "Mir877" "chr17" "GO:0007569"
"128829" "75210" "ISO" "MF" "Prr3" "chr17" "GO:0003723"
"128833" "14670" "IEA" "MF" "Gnl1" "chr17" "GO:0000166"
"128837" "77810" NA NA "A930015D03Rik" "chr17" NA
"128838" "15042" "IBA" "BP" "H2-T24" "chr17" "GO:0002474"
"128842" "15040" "IDA" "BP" "H2-T23" "chr17" "GO:0001916"
"128877" "15039" "IBA" "BP" "H2-T22" "chr17" "GO:0002474"
"128881" "547347" "ND" "MF" "Gm6034" "chr17" "GO:0003674"
"128884" "100529082" "IBA" "BP" "Gm11127" "chr17" "GO:0002474"
"128888" "14963" NA NA "H2-Bl" "chr17" NA
"128889" "667792" NA NA "Gm8815" NA NA
"128890" "15051" NA NA "H2-T9" "chr17" NA
"128891" "15024" NA NA "H2-T10" "chr17" NA
"128892" "630294" "IBA" "BP" "Gm7030" "chr17" "GO:0002474"
"128896" "69717" NA NA "Gm10499" NA NA
"128897" "675325" "ND" "MF" "2410017I17Rik" "chr17" "GO:0003674"
"128900" "667977" "IBA" "BP" "Gm8909" "chr17" "GO:0002474"
"128904" "625785" NA NA "Gm6623" "chr17" NA
"128905" "15043" "IBA" "BP" "H2-T3" "chr17" "GO:0002474"
"128909" "100046579" NA NA "Gm10074" NA NA
"128910" "67676" "IEA" "MF" "Rpp21" "chr17" "GO:0004526"
"128915" "79263" "IEA" "CC" "Trim39" "chr17" "GO:0005622"
"128926" "333715" "IBA" "BP" "H2-M10.2" "chr17" "GO:0002474"
"128930" "14985" "IBA" "BP" "H2-M10.1" "chr17" "GO:0002474"
"128934" "110696" "IBA" "BP" "H2-M10.3" "chr17" "GO:0002474"
"128938" "545204" NA NA "Stk-ps1" NA NA
"128939" "224753" "IBA" "BP" "H2-M10.4" "chr17" "GO:0002474"
"128943" "224754" "IBA" "BP" "H2-M11" "chr17" "GO:0002474"
"128947" "14997" "IBA" "BP" "H2-M9" "chr17" "GO:0002474"
"128951" "224756" "IBA" "BP" "H2-M1" "chr17" "GO:0002474"
"128955" "100043158" NA NA "Gm4271" NA NA
"128956" "224761" "IBA" "BP" "H2-M10.5" "chr17" "GO:0002474"
"128960" "399549" "IBA" "BP" "H2-M10.6" "chr17" "GO:0002474"
"128964" "22670" "IEA" "CC" "Trim26" "chr17" "GO:0005622"
"128972" "69097" "ND" "MF" "Trim15" "chr17" "GO:0003674"
"128981" "19824" "IPI" "MF" "Trim10" "chr17" "GO:0005515"
"128989" "195359" "IEA" "CC" "Trim40" "chr17" "GO:0005622"
"128998" "224762" "ND" "CC" "Trim31" "chr17" "GO:0005575"
"129012" "73286" NA NA "1700031A10Rik" "chr17" NA
"129013" "386454" NA NA "Rnf39" "chr17" NA
"129014" "76497" "IBA" "CC" "Ppp1r11" "chr17" "GO:0000164"
"129020" "66136" "IEA" "MF" "Znrd1" "chr17" "GO:0003676"
"129027" "76416" "ND" "MF" "Znrd1as" "chr17" "GO:0003674"
"129030" "76797" "ND" "MF" "2410137M14Rik" "chr17" "GO:0003674"
"129033" "240095" "IBA" "BP" "H2-M5" "chr17" "GO:0002474"
"129037" "22715" "IDA" "BP" "Zfp57" "chr17" "GO:0000122"
"129052" "17441" "IEA" "BP" "Mog" "chr17" "GO:0007155"
"129059" "54393" "ISO" "BP" "Gabbr1" "chr17" "GO:0001649"
"129104" "258469" "ISA" "MF" "Olfr90" "chr17" "GO:0004984"
"129112" "258470" "ISA" "MF" "Olfr91" "chr17" "GO:0004984"
"129120" "258448" "IBA" "MF" "Olfr92" "chr17" "GO:0004984"
"129128" "258051" "IBA" "MF" "Olfr93" "chr17" "GO:0004984"
"129136" "24108" "ISO" "CC" "Ubd" "chr17" "GO:0001650"
"129157" "258219" "IBA" "MF" "Olfr94" "chr17" "GO:0004984"
"129165" "258506" "IBA" "MF" "Olfr95" "chr17" "GO:0004984"
"129173" "258507" "ISO" "MF" "Olfr96" "chr17" "GO:0004984"
"129177" "258505" "IBA" "MF" "Olfr97" "chr17" "GO:0004888"
"129185" "258503" "IBA" "MF" "Olfr98" "chr17" "GO:0004888"
"129193" "14991" "IDA" "BP" "H2-M3" "chr17" "GO:0001916"
"129221" "258508" "IBA" "MF" "Olfr99" "chr17" "GO:0004888"
"129229" "258831" "IBA" "MF" "Olfr101" "chr17" "GO:0004888"
"129237" "258218" "IBA" "MF" "Olfr102" "chr17" "GO:0004888"
"129245" "258830" "IBA" "MF" "Olfr103" "chr17" "GO:0004888"
"129253" "258504" "IBA" "MF" "Olfr107" "chr17" "GO:0004888"
"129261" "258457" "IBA" "MF" "Olfr108" "chr17" "GO:0004888"
"129269" "258832" "IBA" "MF" "Olfr109" "chr17" "GO:0004888"
"129277" "14990" "IBA" "BP" "H2-M2" "chr17" "GO:0002474"
"129282" "258325" "IBA" "MF" "Olfr110" "chr17" "GO:0004984"
"129290" "545205" "ISA" "MF" "Olfr111" "chr17" "GO:0004984"
"129298" "258096" "ISA" "MF" "Olfr112" "chr17" "GO:0004984"
"129305" "258286" "IBA" "MF" "Olfr113" "chr17" "GO:0004984"
"129312" "258284" "ISA" "MF" "Olfr114" "chr17" "GO:0004984"
"129319" "257908" "ISA" "MF" "Olfr115" "chr17" "GO:0004984"
"129326" "258625" "IBA" "MF" "Olfr116" "chr17" "GO:0004984"
"129333" "258263" "IBA" "MF" "Olfr117" "chr17" "GO:0004984"
"129341" "404308" "ISA" "MF" "Olfr118" "chr17" "GO:0004984"
"129349" "258095" "IBA" "MF" "Olfr119" "chr17" "GO:0004984"
"129357" "258624" "IBA" "MF" "Olfr120" "chr17" "GO:0004984"
"129365" "258622" "IBA" "MF" "Olfr121" "chr17" "GO:0004984"
"129373" "258285" "IBA" "MF" "Olfr122" "chr17" "GO:0004984"
"129381" "258623" "IBA" "MF" "Olfr123" "chr17" "GO:0004984"
"129389" "259064" "IBA" "MF" "Olfr124" "chr17" "GO:0004984"
"129397" "258287" "IBA" "MF" "Olfr125" "chr17" "GO:0004984"
"129404" "258892" "IBA" "MF" "Olfr126" "chr17" "GO:0004984"
"129411" "258374" "IBA" "MF" "Olfr127" "chr17" "GO:0004984"
"129418" "383243" "ISA" "MF" "Olfr128" "chr17" "GO:0004984"
"129425" "258094" "IBA" "MF" "Olfr761" "chr17" "GO:0004984"
"129432" "258324" "ISA" "MF" "Olfr129" "chr17" "GO:0004984"
"129440" "258480" "ISA" "MF" "Olfr130" "chr17" "GO:0004984"
"129448" "258867" "ISA" "MF" "Olfr131" "chr17" "GO:0004984"
"129456" "257889" "ISA" "MF" "Olfr132" "chr17" "GO:0004984"
"129464" "258828" "IBA" "MF" "Olfr133" "chr17" "GO:0004984"
"129472" "258829" "IBA" "MF" "Olfr134" "chr17" "GO:0004984"
"129480" "258329" "ISA" "MF" "Olfr135" "chr17" "GO:0004984"
"129488" "170648" "ISA" "MF" "Olfr138" "chr17" "GO:0004984"
"129496" "258481" "ISA" "MF" "Olfr137" "chr17" "GO:0004984"
"129504" "258803" "IBA" "MF" "Olfr136" "chr17" "GO:0004984"
"129512" "100126765" "ISA" "MF" "Esp36" "chr17" "GO:0005186"
"129516" "100126773" "ISA" "MF" "Esp34" "chr17" "GO:0005186"
"129520" "100126768" "IDA" "MF" "Esp31" "chr17" "GO:0005186"
"129524" "100126776" "IDA" "MF" "Esp24" "chr17" "GO:0005186"
"129530" "100126779" "IDA" "MF" "Esp23" "chr17" "GO:0005186"
"129534" "100126774" "IDA" "MF" "Esp18" "chr17" "GO:0005186"
"129538" "100043300" "ISA" "MF" "Esp16" "chr17" "GO:0005186"
"129544" "668200" "ISA" "MF" "Esp15" "chr17" "GO:0005186"
"129550" "100861531" NA NA "Rn45s" NA NA
"129551" "100126775" "IDA" "MF" "Esp38" "chr17" "GO:0005186"
"129555" "18663" "IEA" "MF" "Pgk2" "chr17" "GO:0000166"
"129570" "11572" "IEA" "CC" "Crisp3" "chr17" "GO:0005576"
"129572" "11571" "ISS" "CC" "Crisp1" "chr17" "GO:0005576"
"129574" "100126778" "IDA" "MF" "Esp8" "chr17" "GO:0005186"
"129578" "433107" "ISA" "MF" "Esp6" "chr17" "GO:0005186"
"129582" "100126777" "ISA" "MF" "Esp4" "chr17" "GO:0005186"
"129586" "100126766" "ISA" "MF" "Esp3" "chr17" "GO:0005186"
"129590" "619517" "IDA" "MF" "Esp1" "chr17" "GO:0005186"
"129596" "22024" "IEA" "CC" "Crisp2" "chr17" "GO:0005576"
"129598" "19743" "ISO" "CC" "Rhag" "chr17" "GO:0005886"
"129617" "71583" "ND" "MF" "9130008F23Rik" "chr17" "GO:0003674"
"129620" "435528" "ND" "MF" "Glyatl3" "chr17" "GO:0003674"
"129623" "83815" "IEA" "CC" "Cenpq" "chr17" "GO:0000775"
"129630" "17850" "IEA" "MF" "Mut" "chr17" "GO:0003824"
"129642" "100862363" NA NA NA NA NA
"129643" "627626" "ND" "MF" "Ptchd4" "chr17" "GO:0003674"
"129648" "791382" "ND" "MF" "Gm9753" NA "GO:0003674"
"129651" "353344" "IBA" "CC" "Opn5" "chr17" "GO:0001750"
"129664" "78249" "IEA" "MF" "Adgrf4" "chr17" "GO:0004871"
"129672" "435529" "ND" "MF" "Adgrf2" "chr17" "GO:0003674"
"129681" "546797" NA NA "Gm5978" NA NA
"129682" "12488" "ISO" "CC" "Cd2ap" "chr17" "GO:0001726"
"129713" "94185" "IMP" "BP" "Tnfrsf21" "chr17" "GO:0001783"
"129744" "545207" NA NA "E130008D07Rik" "chr17" NA
"129745" "77596" "IEA" "MF" "Adgrf1" "chr17" "GO:0004871"
"129754" "224792" "ND" "MF" "Adgrf5" "chr17" "GO:0003674"
"129772" "17287" "IEA" "MF" "Mep1a" "chr17" "GO:0004222"
"129783" "100043332" "IBA" "CC" "Ankrd66" "chr17" "GO:0005622"
"129784" "27226" "IBA" "MF" "Pla2g7" "chr17" "GO:0003847"
"129801" "73504" NA NA "1700071M16Rik" "chr17" NA
"129802" "210510" "IPI" "MF" "Tdrd6" "chr17" "GO:0005515"
"129812" "74011" "IDA" "CC" "Slc25a27" "chr17" "GO:0005739"
"129830" "56050" "IEA" "MF" "Cyp39a1" "chr17" "GO:0004497"
"129851" "53901" "IEA" "MF" "Rcan2" "chr17" "GO:0003676"
"129864" "83965" "IEA" "MF" "Enpp5" "chr17" "GO:0003824"
"129876" "224794" "IEA" "MF" "Enpp4" "chr17" "GO:0003824"
"129889" "224796" "IMP" "BP" "Clic5" "chr17" "GO:0002021"
"129912" "12393" "IDA" "CC" "Runx2" "chr17" "GO:0000790"
"129975" "109115" "ISO" "MF" "Supt3" "chr17" "GO:0003713"
"129983" "75341" "ND" "MF" "4930564C03Rik" "chr17" "GO:0003674"
"129986" "71702" "ISO" "BP" "Cdc5l" "chr17" "GO:0000278"
"130022" "71020" "ND" "MF" "Spats1" "chr17" "GO:0003674"
"130025" "224805" "IBA" "MF" "Aars2" "chr17" "GO:0000049"
"130046" "21645" "ND" "MF" "Tcte1" "chr17" "GO:0003674"
"130049" "210573" "ND" "MF" "Tmem151b" "chr17" "GO:0003674"
"130054" "18037" "ISO" "CC" "Nfkbie" "chr17" "GO:0001650"
"130063" "73836" "ISO" "MF" "Slc35b2" "chr17" "GO:0004871"
"130075" "15516" "IEA" "MF" "Hsp90ab1" "chr17" "GO:0000166"
"130151" "63959" "IDA" "MF" "Slc29a1" "chr17" "GO:0005337"
"130165" "653016" "ND" "MF" "Gm7325" "chr17" "GO:0003674"
"130168" "268958" "IDA" "CC" "Capn11" "chr17" "GO:0001669"
"130178" "224807" "ISO" "CC" "Tmem63b" "chr17" "GO:0005886"
"130185" "100038605" "ND" "MF" "E030047D23Rik" NA "GO:0003674"
"130188" "68463" "ISO" "MF" "Mrpl14" "chr17" "GO:0003723"
"130196" "768271" NA NA "BE949265" NA NA
"130197" "72240" "ND" "MF" "1600014C23Rik" "chr17" "GO:0003674"
"130200" "433111" NA NA "F630040K05Rik" NA NA
"130201" "22339" "ISO" "BP" "Vegfa" "chr17" "GO:0000122"
"130393" "68565" "IBA" "MF" "Mrps18a" "chr17" "GO:0003735"
"130407" "75564" "ISO" "BP" "Rsph9" "chr17" "GO:0003341"
"130420" "66591" "IPI" "MF" "Mad2l1bp" "chr17" "GO:0005515"
"130429" "56055" "IEA" "MF" "Gtpbp2" "chr17" "GO:0000166"
"130436" "80905" "ISO" "BP" "Polh" "chr17" "GO:0000731"
"130455" "72322" "IDA" "MF" "Xpo5" "chr17" "GO:0000049"
"130475" "751553" NA NA "Mir693" "chr17" NA
"130476" "20016" "IBA" "MF" "Polr1c" "chr17" "GO:0001054"
"130487" "28064" "ND" "MF" "Yipf3" "chr17" "GO:0003674"
"130497" "224813" "ND" "MF" "Lrrc73" "chr17" "GO:0003674"
"130500" "74094" "IPI" "MF" "Tjap1" "chr17" "GO:0005515"
"130509" "106565" "IEA" "MF" "Dlk2" "chr17" "GO:0005509"
"130518" "224814" "IEA" "MF" "Abcc10" "chr17" "GO:0000166"
"130529" "57908" "IEA" "MF" "Zfp318" "chr17" "GO:0003676"
"130538" "114570" "ND" "MF" "Crip3" "chr17" "GO:0003674"
"130543" "108114" "IBA" "MF" "Slc22a7" "chr17" "GO:0005452"
"130560" "328825" "IBA" "BP" "Gm5093" NA "GO:0000027"
"130564" "106763" "IEA" "MF" "Ttbk1" "chr17" "GO:0000166"
"130578" "381101" "ISO" "CC" "Dnph1" "chr17" "GO:0005634"
"130591" "78309" "IEA" "MF" "Cul9" "chr17" "GO:0000166"
"130603" "20807" "IDA" "CC" "Srf" "chr17" "GO:0000790"
"130717" "71461" "IMP" "BP" "Ptk7" "chr17" "GO:0001736"
"130745" "74764" "ND" "MF" "Klc4" "chr17" "GO:0003674"
"130753" "27398" "ISO" "MF" "Mrpl2" "chr17" "GO:0003723"
"130766" "66515" "ISO" "BP" "Cul7" "chr17" "GO:0000226"
"130790" "224823" "IBA" "BP" "Rrp36" "chr17" "GO:0000462"
"130800" "71765" "IDA" "CC" "Klhdc3" "chr17" "GO:0000790"
"130807" "17256" "IDA" "CC" "Mea1" "chr17" "GO:0005737"
"130811" "21770" "ISO" "BP" "Ppp2r5d" "chr17" "GO:0001932"
"130818" "224824" "IEA" "MF" "Pex6" "chr17" "GO:0000166"
"130837" "14711" "IEA" "MF" "Gnmt" "chr17" "GO:0005542"
"130855" "72029" "IEA" "BP" "Cnpy3" "chr17" "GO:0002376"
"130859" "19208" "IEA" "CC" "Ptcra" "chr17" "GO:0016020"
"130862" "67101" "ND" "MF" "2310039H08Rik" "chr17" "GO:0003674"
"130865" "66229" "IBA" "BP" "Rpl7l1" "chr17" "GO:0000463"
"130875" "210982" "ND" "MF" "Gltscr1l" "chr17" "GO:0003674"
"130878" "442840" "ND" "MF" "A330017A19Rik" NA "GO:0003674"
"130881" "72726" "ISO" "MF" "Tbcc" "chr17" "GO:0003924"
"130890" "19133" "IDA" "CC" "Prph2" "chr17" "GO:0001750"
"130898" "224826" "IGI" "CC" "Ubr2" "chr17" "GO:0000151"
"130919" "240110" NA NA "Gm4945" NA NA
"130920" "224829" "IBA" "CC" "Trerf1" "chr17" "GO:0000118"
"130938" "64657" "ISS" "MF" "Mrps10" "chr17" "GO:0003735"
"130945" "107477" "ISO" "CC" "Guca1b" "chr17" "GO:0001750"
"130957" "14913" "ISO" "CC" "Guca1a" "chr17" "GO:0001750"
"130972" "75462" "ND" "MF" "1700001C19Rik" "chr17" "GO:0003674"
"130975" "224833" "ND" "MF" "AI661453" "chr17" "GO:0003674"
"130978" "63856" "IMP" "BP" "Taf8" "chr17" "GO:0001833"
"130995" "12445" "IDA" "BP" "Ccnd3" "chr17" "GO:0000122"
"131019" "53414" "IMP" "BP" "Bysl" "chr17" "GO:0000462"
"131038" "56771" "ISO" "CC" "Med20" "chr17" "GO:0000151"
"131050" "224836" "ISO" "BP" "Usp49" "chr17" "GO:0000398"
"131068" "66119" "ND" "MF" "Tomm6" "chr17" "GO:0003674"
"131076" "100415787" NA NA "Tomm6os" "chr17" NA
"131077" "381104" "ND" "MF" "Prickle4" "chr17" "GO:0003674"
"131080" "107971" "ISO" "MF" "Frs3" "chr17" "GO:0005104"
"131085" "100126242" NA NA "Frs3os" "chr17" NA
"131086" "109820" "ISO" "BP" "Pgc" "chr17" "GO:0002803"
"131098" "21425" "IDA" "MF" "Tfeb" "chr17" "GO:0000978"
"131127" "17240" "IMP" "BP" "Mdfi" "chr17" "GO:0000122"
"131142" "74123" "IDA" "BP" "Foxp4" "chr17" "GO:0000122"
"131161" "76651" "ND" "MF" "1700122O11Rik" "chr17" "GO:0003674"
"131164" "68224" "ND" "MF" "1700067P10Rik" "chr17" "GO:0003674"
"131167" "328829" "ND" "MF" "9830107B12Rik" "chr17" "GO:0003674"
"131170" "328830" "ND" "MF" "A530064D06Rik" "chr17" "GO:0003674"
"131173" "58217" "IGI" "BP" "Trem1" "chr17" "GO:0002374"
"131183" "58218" "IGI" "BP" "Trem3" "chr17" "GO:0002374"
"131191" "224840" "IMP" "BP" "Treml4" "chr17" "GO:0002457"
"131196" "328833" "ISO" "MF" "Treml2" "chr17" "GO:0004872"
"131202" "320148" "ND" "MF" "B430306N03Rik" "chr17" "GO:0003674"
"131205" "83433" "IDA" "MF" "Trem2" "chr17" "GO:0001530"
"131232" "71326" "TAS" "MF" "Treml1" "chr17" "GO:0004872"
"131246" "18044" "IDA" "MF" "Nfya" "chr17" "GO:0000978"
"131273" "106821" "ISO" "MF" "Oard1" "chr17" "GO:0001883"
"131278" "11811" "IEA" "MF" "Apobec2" "chr17" "GO:0003824"
"131290" "70026" "IDA" "CC" "Tspo2" "chr17" "GO:0005783"
"131296" "76589" "IEA" "CC" "Unc5cl" "chr17" "GO:0005737"
"131304" "70530" "IPI" "MF" "Lrfn2" "chr17" "GO:0005515"
"131315" "69311" NA NA "1700008K24Rik" "chr17" NA
"131316" "100415784" NA NA "Gm17830" "chr17" NA
